Title,Date,"Bible Passage",Content,enclosure,Powerpoint,Categories,Series,podPressMedia
"Joshua 1: A Military Campaign",2016-05-27,,"Joshua 1: 1-10","http://repo.neofreedom.org/public/audio/podcasts/memorialday16-1.mp3

audio/mpeg",,"Teacher|Retreat Teachings>Memorial Day Camping|Central Teachings>Old Testament>Joshua|Teacher>Joel Hughes",,
"Joshua: Farewell",2016-05-28,,"Greg and Keith finish up the book of Joshua, with a testimonys from Kyle McCallum and Thomas Smith","http://repo.neofreedom.org/public/audio/podcasts/memorialday16-2.mp3
136105172
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:34:31"";}",,"Teacher>greg morscher|Testimony|Retreat Teachings>Memorial Day Camping|Central Teachings>Old Testament>Joshua|Teacher>Keith McCallum",,
"Judges 3: The Underdog Stories",2016-06-04,,,"http://repo.neofreedom.org/public/audio/podcasts/xt20160604.mp3
69504839
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:48:16"";}",,"Central Teachings>Old Testament>Judges|Teacher>Kyle McCallum",Judges,
"Judges 4: Deborah",2016-06-11,,"Joel Hughes teaches about the savior Deborah!","http://repo.neofreedom.org/public/audio/podcasts/xt20160611.mp3
131853900
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:08:40"";}",,"Teacher|Central Teachings>Old Testament>Judges|Teacher>Joel Hughes",Judges,
"A Man After The Heart Of God - Part 2",2016-06-25,,"Corey talks about David's Darkest Hour","http://repo.neofreedom.org/public/audio/podcasts/rafting162.mp3
80039291
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:55:35"";}",,"Central Teachings>Topical>Bible Characters>David|Retreat Teachings>White Water Rafting|Central Teachings>Old Testament>2 samuel|Teacher>Corey Tarter","A Man After The Heart Of God",
"A Man After The Heart Of God - Part 1",2016-06-24,,"Keith talks about the victories of young David","http://repo.neofreedom.org/public/audio/podcasts/rafting161.mp3
72852692
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:50:35"";}",,"Central Teachings>Topical>Bible Characters>David|Retreat Teachings>White Water Rafting|Central Teachings>Old Testament>2 samuel|Teacher>Keith McCallum","A Man After The Heart Of God",
"2 Samuel 11: David and Bathsheba",2016-06-25,,"Neil Brooks Teaches about David's Dark Hour","http://repo.neofreedom.org/public/audio/podcasts/xt20160625.mp3
57571686
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:39:59"";}",,"Central Teachings>Topical>Bible Characters>David|Central Teachings>Old Testament>2 samuel|Teacher>Neil Brooks",,
"Xenos Summer Institute Breakout Sessions",2016-07-16,,"Joel Hughes - Fighting for Friendship by Conrad Hilario
<a href=""http://www.xenos.org/teachings/?teaching=3503"" target=""_blank"">Listen to this Breakout!</a>

Corey Tarter - Ministry Houses: Building Loving Communities by Kate Mizelle
<a href=""http://www.xenos.org/teachings/?teaching=3524"" target=""_blank"">Listen to this Breakout!</a>

Lauren Allie and Derek Hill - Loving Muslims in an Age of Terrorism (Part 1-3) by Fouad Masri
<a href=""http://www.xenos.org/teachings/?teaching=3518"" target=""_blank"">Listen to this Breakout! Part 1</a>
<a href=""http://www.xenos.org/teachings/?teaching=3519"" target=""_blank"">Listen to this Breakout! Part 2</a>
<a href=""http://www.xenos.org/teachings/?teaching=3520"" target=""_blank"">Listen to this Breakout! Part 3</a>

Neil Brooks - Bear One Another's Burdens by Scott Risley
<a href=""http://www.xenos.org/teachings/?teaching=3495"" target=""_blank"">Listen to this Breakout!</a>

Michael Disantis - Love Jesus but Not the Church? by Brandon Grant
<a href=""http://www.xenos.org/teachings/?teaching=3513"" target=""_blank"">Listen to this Breakout!</a>

Jeff Smalley and Bryan Bassett - Praying for Stuck Christians by Gary Delashmutt
<a href=""http://www.xenos.org/teachings/?teaching=3531"" target=""_blank"">Listen to this Breakout!</a>

Anna Story - Humility and Love by Lee Campbell
<a href=""http://www.xenos.org/teachings/?teaching=3508"" target=""_blank"">Listen to this Breakout!</a>

Greg Morscher - Loving our Cities by Randy Chestnut
<a href=""http://www.xenos.org/teachings/?teaching=3521"" target=""_blank"">Listen to this Breakout!</a>

Jaret Maxwell - Speaking the Truth in Love by Ben Foust
<a href=""http://www.xenos.org/teachings/?teaching=3534"" target=""_blank"">Listen to this Breakout!</a>

Kate Smith - The ""Me"" Syndorme by Clive Calver
<a href=""http://www.xenos.org/teachings/?teaching=3523"" target=""_blank"">Listen to this Breakout!</a>

Adam Esterle - Patience (Part 1,2) by Ajith Fernando
<a href=""http://www.xenos.org/teachings/?teaching=3528"" target=""_blank"">Listen to this Breakout! Part 1</a>
<a href=""http://www.xenos.org/teachings/?teaching=3529"" target=""_blank"">Listen to this Breakout! Part 2</a>","http://repo.neofreedom.org/public/audio/podcasts/xt20160716.mp3
96416185
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:06:57"";}",,"Central Teachings|Special Events",,
"Judges 6-8: Gideon",2016-07-09,,,"http://repo.neofreedom.org/public/audio/podcasts/xt20160709.mp3
101079565
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:52:39"";}",,"Central Teachings>Old Testament>Judges|Teacher>Kyle McCallum",Judges,
"Judges 13-15: Samson Part 1",2016-08-07,,,"http://repo.neofreedom.org/public/audio/podcasts/xt20160806.mp3
71958677
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:49:58"";}",,"Teacher|Central Teachings>Old Testament>Judges|Teacher>Joel Hughes",Judges,
"Judges 16: Samson Part 2",2016-08-16,,"Judges 16
By: Joel Hughes
","http://repo.neofreedom.org/public/audio/podcasts/ct20160813.mp3
73687774
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:51:10"";}",,"Teacher|Central Teachings>Old Testament>Judges|Teacher>Joel Hughes",Judges,
"Book of Ruth",2016-08-29,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20160827.mp3
85670455
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:59:30"";}",,"Central Teachings>Old Testament>Ruth|Teacher>Kyle McCallum",Judges,
"Revelation 13: Why Study Biblical Prophecy",2016-09-17,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20160917.mp3
48450082
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:33:39"";}",https://podcasts.neofreedom.org/files/Rev.13a-Why-Study-Biblical-Prophecy.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Revelation 13: The Ultimate System",2016-09-24,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20160924.mp3
11004364
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:07:38"";}",,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Psalms 2: Why Do The Nations Rage",2016-09-03,,,"http://repo.neofreedom.org/public/audio/podcasts/xt20160903.mp3
43476076
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:30:11"";}",,"Retreat Teachings>Labor Day Camping|Teacher>Keith McCallum|Central Teachings>Old Testament>Psalms",,
"Revelation 13-14: Lies",2016-10-01,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20161001.mp3
105375141
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:13:11"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/Rev13b.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Exodus: God Is On Fire!",2016-10-08,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20161008.mp3
63181319
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:43:53"";}",,"Central Teachings>Old Testament>Exodus|Teacher>Adam Esterle|Teacher>Ian Mccullough",,
"Revelation 14-16: Inexorable Pull",2016-10-22,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20161022.mp3
117866478
audio/mpeg
a:1:{s:8:""duration"";s:7:""1:01:23"";}",https://podcasts.neofreedom.org/files/Rev.14-16-Inexorable-Pull.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Revelation 17: The Apex of Humanity",2016-10-29,,,"http://repo.neofreedom.org/public/audio/podcasts/xt20161029.mp3
1677540
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:01:45"";}",https://podcasts.neofreedom.org/files/Rev.18-Apex.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Revelation 19: Joy!",2016-11-05,,,"http://repo.neofreedom.org/public/audio/podcasts/CT11052016.mp3
45982467
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:31:56"";}",https://podcasts.neofreedom.org/files/Rev.19-Joy.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Revelation 19: King of Truth",2016-11-12,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20161112.mp3
43372351
audio/mpeg
a:1:{s:8:""duration"";s:7:""0:30:07"";}",https://podcasts.neofreedom.org/files/Rev.19b-Truth.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Revelation 19: Victory of Truth",2016-11-19,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20161119.mp3
11529735
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:08:00"";}",https://podcasts.neofreedom.org/files/Rev.19c-Victory-of-Truth.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Revelation 20: The Reign of Truth",2016-12-03,,,"http://repo.neofreedom.org/public/audio/podcasts/CT12032016.mp3
124624878
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:04:54"";}",https://podcasts.neofreedom.org/files/Rev.20-Reign-of-Truth.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Christmas Gala 2016",2016-12-10,,,"http://repo.neofreedom.org/public/audio/podcasts/Gala20161210.mp3
115647114
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:00:14"";}",,"Special Events>Christmas Gala|Central Teachings>New Testament|Teacher>Keith McCallum|Teacher>Adam Esterle",,
"2 Corinthians 1:1-11 Affliction and Comfort",2017-01-15,,,"http://repo.neofreedom.org/public/audio/podcasts/xt20170114.mp3
40763875
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:42:28"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/2cor1neil.pptx,"Central Teachings>New Testament>1 Corinthians|Teacher>Neil Brooks",,
"Revelation 20: The Throne",2017-01-21,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20170121.mp3
113112192
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:18:33"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/Rev20b.pptx,"Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"Matthew 5: Battle of the Kingdoms",2017-02-04,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20170214.mp3
105181416
audio/mpeg
a:1:{s:8:""duration"";s:8:""00:54:47"";}",,"Central Teachings>New Testament>Matthew|Teacher>Adam Esterle|Teacher>Ian Mccullough",,
"FST 2017:  Spiritual Parenting",2017-02-12,,"Keith teaches us about what spiritual parenting looks like.","http://repo.neofreedom.org/public/audio/podcasts/FST2017/FST2017Keith.mp3
156557795
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:21:32"";}",,"Retreat Teachings>FST|Teacher>Keith McCallum",,
"1 Peter 1:1-13 - Born for Glory",2006-02-01,"1Peter 1:1-13",,"http://repo.neofreedom.org/public/audio/podcasts/1pet1.mp3

audio/mpeg
a:2:{s:8:""duration"";s:8:""00:52:29"";s:8:""explicit"";s:1:""0"";}",https://repo.neofreedom.org/public/documents/mspowerpoint/1pet1.ppt,"Central Teachings>New Testament>1 Peter|Teacher>Keith McCallum","1 Peter",
"1 Peter 1:13-25 - Christianity in Action",2006-02-01,"1Peter 1",,"http://repo.neofreedom.org/public/audio/podcasts/1pet1b.mp3

audio/mpeg
a:2:{s:8:""duration"";s:8:""00:56:27"";s:8:""explicit"";s:1:""0"";}",https://repo.neofreedom.org/public/documents/mspowerpoint/1Pet1b.ppt,"Central Teachings>New Testament>1 Peter|Teacher>Keith McCallum","1 Peter",
"1 Peter 2:4-12 - God's Living Stones",2006-02-01,"1Peter 2",,"https://repo.neofreedom.org/public/audio/podcasts/1Pet2a.mp3

audio/mpeg
a:2:{s:8:""duration"";s:8:""01:09:49"";s:8:""explicit"";s:1:""0"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/1Pet2a.ppt,"Central Teachings>New Testament>1 Peter|Teacher>Keith McCallum","1 Peter",
"Revelation 21-22: Heaven",2017-02-18,,,"http://repo.neofreedom.org/public/audio/podcasts/CT20170218.mp3
147481394
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:16:49"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/Rev21-22.pptx,"Testimony|Teacher>Keith McCallum|Central Teachings>New Testament>Revelation","Revelation 2015",
"John 1: Illumination",2017-02-25,,,"http://repo.neofreedom.org/public/audio/podcasts/ct20170225.mp3
118057067
audio/mpeg
a:1:{s:8:""duration"";s:8:""01:01:29"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/John1.pptx,"Central Teachings>New Testament>John|Teacher>Keith McCallum","John 2017",
"John 1: OMG!",2017-03-04,,,"http://repo.neofreedom.org/public/audio/podcasts/ct030417.mp3
61016414
audio/mpeg
a:1:{s:8:""duration"";s:7:""0:31:47"";}",http://repo.neofreedom.org/public/documents/mspowerpoint/John1b.pptx,"Central Teachings>New Testament>John|Teacher>Keith McCallum","John 2017",
"Philippians 4: Anxiety",1983-05-17,,,http://repo.neofreedom.org/public/buck/t01535.mp3,,"Teacher>Buck McCallum","Philippians - Buck McCallum",
"Acts 2-3: Two Kinds of Confidence",1983-09-04,,,http://repo.neofreedom.org/public/buck/t01562.mp3,,"Teacher>Buck McCallum","Acts - Buck McCallum",
"2 Peter 1: Eyewitness Account",1986-09-28,,,http://repo.neofreedom.org/public/buck/t02001.mp3,,"Teacher>Buck McCallum","2 Peter - Buck McCallum",
"2 Corinthians 2",1986-11-23,,,http://repo.neofreedom.org/public/buck/t02020.mp3,,"Teacher>Buck McCallum","2 Corinthians - Buck McCallum",
"2 Corinthians 3: A New Covenant",1986-11-30,,,http://repo.neofreedom.org/public/buck/t02021.mp3,,"Teacher>Buck McCallum","2 Corinthians - Buck McCallum",
"2 Corinthians 4: Earthen Vessels: From Death to Life",1986-12-07,,,http://repo.neofreedom.org/public/buck/t02022.mp3,,"Teacher>Buck McCallum","2 Corinthians - Buck McCallum",
"2 Corinthians 5: The Afterlife",1986-12-14,,,http://repo.neofreedom.org/public/buck/t02023.mp3,,"Teacher>Buck McCallum","2 Corinthians - Buck McCallum",
"2 Corinthians 5: Implications of Christ's Work on the Cross",1986-12-20,,,http://repo.neofreedom.org/public/buck/t02024.mp3,,"Teacher>Buck McCallum","2 Corinthians - Buck McCallum",
"Four Levels of Teaching Part 1",1987-01-06,,,http://repo.neofreedom.org/public/buck/t02015.mp3,,"Teacher>Buck McCallum","Servant Team Meeting - Buck McCallum",
"Four Levels of Teaching Part 2",1987-01-06,,,http://repo.neofreedom.org/public/buck/t02016.mp3,,"Teacher>Buck McCallum","Servant Team Meeting - Buck McCallum",
"Joshua 1: Strength and Courage",1987-03-15,,,http://repo.neofreedom.org/public/buck/t02032.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Joshua 2: Rahab the Harlot",1987-03-22,,,http://repo.neofreedom.org/public/buck/t02033.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Joshua 3-4: Crossing the Jordan",1987-03-29,,,http://repo.neofreedom.org/public/buck/t02034.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Joshua 4-6: Principles of Spiritual Victory - Battle of Jericho",1987-04-05,,,http://repo.neofreedom.org/public/buck/t02035.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Joshua 7-8: Principles of Spiritual Failure",1987-04-12,,,http://repo.neofreedom.org/public/buck/t02036.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Joshua 9: The Gibeonites",1987-04-19,,,http://repo.neofreedom.org/public/buck/t02037.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Joshua 24: Principles of Spiritual Growth and Maturity - Joshua's Last Words",1987-04-26,,,http://repo.neofreedom.org/public/buck/t02038.mp3,,"Teacher>Buck McCallum","Joshua - Buck McCallum",
"Genesis 1: Theme of Genesis (College CT)",1987-05-10,,,http://repo.neofreedom.org/public/buck/t02064t.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"Genesis 1: Theme of Genesis (Main Central Teaching)",1987-05-10,,,http://repo.neofreedom.org/public/buck/t02064s.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"Genesis 3: The Fall: Biblical Perspective",1987-05-19,,,http://repo.neofreedom.org/public/buck/t02066t.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"Genesis 4: Walking with God",1987-05-31,,,http://repo.neofreedom.org/public/buck/t03012.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"Genesis: Eternal Life: Walking with God",1987-06-03,,,http://repo.neofreedom.org/public/buck/t02068t.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
Sanctification,1987-06-06,,,http://repo.neofreedom.org/public/buck/t02094.mp3,,"Teacher>Buck McCallum","Servant Team Meeting - Buck McCallum",
"Genesis 25-32: Jacob Struggling with God",1989-09-10,,"Genesis 25-32: Jacob Struggling with God ",http://repo.neofreedom.org/public/buck/t03018.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"Genesis 25: Esau's Choice",1987-07-26,,,http://repo.neofreedom.org/public/buck/t02074s.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"Genesis 25: Esau's Choice (College Central Teaching)",1987-07-26,,,http://repo.neofreedom.org/public/buck/t02074t.mp3,,"Teacher>Buck McCallum","Genesis - Buck McCallum",
"John 7: The Feast of Booths and the Adulterous Woman",1987-09-20,,,http://repo.neofreedom.org/public/buck/t02267.mp3,,"Teacher>Buck McCallum","John - Buck McCallum",
"John 8: Disciples of Christ",1987-09-28,,,http://repo.neofreedom.org/public/buck/t02268.mp3,,"Teacher>Buck McCallum","John - Buck McCallum",
"Mark 6: Lessons for Christ's Servants",1987-10-18,,,http://repo.neofreedom.org/public/buck/t02283.mp3,,"Teacher>Buck McCallum","Mark - Buck McCallum",
"Mark 6: The Cynical vs. the Supernatural",1987-10-25,,,http://repo.neofreedom.org/public/buck/t02284.mp3,,"Teacher>Buck McCallum","Mark - Buck McCallum",
"Mark 7: Two Insights on Human Nature",1987-11-01,,,http://repo.neofreedom.org/public/buck/t02285.mp3,,"Teacher>Buck McCallum","Mark - Buck McCallum",
"Mark 8: Peter's Confessions",1987-11-15,,,http://repo.neofreedom.org/public/buck/t02286.mp3,,"Teacher>Buck McCallum","Mark - Buck McCallum",
"Mark 10: The Rich Young Ruler",1987-11-22,,,http://repo.neofreedom.org/public/buck/t02287.mp3,,"Teacher>Buck McCallum","Mark - Buck McCallum",
"Mark 10: Three Elements of Servanthood",1987-11-29,,,http://repo.neofreedom.org/public/buck/t02288.mp3,,"Teacher>Buck McCallum","Mark - Buck McCallum",
"The Leap from Text to Teaching",1987-12-06,,,http://repo.neofreedom.org/public/buck/t02255.mp3,,"Teacher>Buck McCallum","Servant Team Meeting - Buck McCallum",
